担当者,アーティスト,曲名（optional）,URL,id,name,artists,popularity,duration_ms,tempo,key_confidence,energy,danceability,valence,instrumentalness,acousticness,loudness,segments_count,segments_avg_duration,beats_count,beats_regularity,Happy/Excited,Angry/Frustrated,Tired/Sad,Relax/Chill,ジャンル,genre_acoustic,genre_alt-rock,genre_alternative,genre_anime,genre_dance,genre_edm,genre_electro,genre_electronic,genre_garage,genre_grunge,genre_hip-hop,genre_indie,genre_indie pop,genre_j-dance,genre_j-idol,genre_j-pop,genre_j-rock,genre_k-pop,genre_mandopop,genre_metal,genre_pop,genre_punk,genre_punk-rock,genre_r&b,genre_reggae,genre_rock,genre_rockabilly,genre_singer-songwriter,genre_soul,genre_techno,genre_trance,genre_trip-hop,genre_turkish,genre_nan,key_0.0,key_1.0,key_2.0,key_3.0,key_4.0,key_5.0,key_6.0,key_7.0,key_8.0,key_9.0,key_10.0,key_11.0,mode_0.0,mode_1.0
黒田,Vaundy,踊り子,https://open.spotify.com/intl-ja/track/1YXot2MLAG9sttepCtBRM7?si=8ac87d38930b457b,1YXot2MLAG9sttepCtBRM7,踊り子,['Vaundy'],0.8426966292134831,0.17005779443454322,0.6959907701182579,0.37704918032786894,0.13636363636363646,0.4838709677419355,0.5818181818181818,0.9230769230769234,1.0,0.7457627118644069,0.7934782608695652,0.11428571428571438,0.7934782608695652,0.9795918367346939,Relax/Chill,Angry/Frustrated,Tired/Sad,Relax/Chill,失恋ソング,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
黒田,Vaundy,不可幸力,https://open.spotify.com/intl-ja/track/6AncLCxf4U7ivJEaqih9zA?si=db4b8f674b554d89,6AncLCxf4U7ivJEaqih9zA,不可幸力,['Vaundy'],0.7752808988764045,,0.24423132391116226,0.3278688524590164,0.5000000000000002,0.29032258064516125,0.9272727272727272,0.4615384615384617,0.6666666666666661,0.5084745762711864,0.4891304347826087,0.4857142857142858,0.4891304347826087,0.8979591836734694,Relax/Chill,Tired/Sad,Tired/Sad,Relax/Chill,メッセージソング,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
黒田,Vaundy,花占い,https://open.spotify.com/intl-ja/track/4ETc1oFREuqQss7VQ1Y4mj?si=7949939816f14a57,4ETc1oFREuqQss7VQ1Y4mj,花占い,['Vaundy'],0.797752808988764,0.13723548452052858,0.5473752523795787,0.3606557377049181,0.7727272727272729,0.5161290322580645,0.43636363636363634,0.3076923076923075,0.3333333333333339,0.3050847457627119,0.7065217391304347,0.2,0.7065217391304347,0.9591836734693877,Happy/Excited,Tired/Sad,Tired/Sad,Tired/Sad,失恋ソング,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
黒田,Vaundy,東京フラッシュ,https://open.spotify.com/intl-ja/track/04e72JtsOIIlHUQ7CvWwvX?si=3783451a4fcf4938,04e72JtsOIIlHUQ7CvWwvX,東京フラッシュ,['Vaundy'],0.7640449438202247,,0.2698298240553793,0.44262295081967207,0.590909090909091,0.25806451612903225,0.41818181818181815,0.3076923076923075,0.6666666666666661,0.4067796610169492,0.5108695652173912,0.45714285714285713,0.5108695652173912,0.9387755102040817,Relax/Chill,Tired/Sad,Tired/Sad,Relax/Chill,失恋ソング,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
黒田,Vaundy,napori,https://open.spotify.com/intl-ja/track/7hDX39mc6Uf6zp8RXYUQ6d?si=1786123c85054a9a,7hDX39mc6Uf6zp8RXYUQ6d,napori,['Vaundy'],0.7640449438202247,,0.49834150562445906,0.2622950819672131,0.31818181818181834,0.41935483870967727,0.9818181818181819,0.5384615384615392,0.6666666666666661,0.6271186440677966,0.6630434782608695,0.2285714285714286,0.6630434782608695,0.9591836734693877,Relax/Chill,Tired/Sad,Tired/Sad,Relax/Chill,失恋ソング,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
黒田,Vaundy,逆光,https://open.spotify.com/intl-ja/track/3LZwKI90sFbwjJMMSfyPp7?si=597b4eadcee348ec,3LZwKI90sFbwjJMMSfyPp7,逆光 - replica -,['Vaundy'],0.651685393258427,0.18297363335547334,0.09157773291029708,0.4590163934426229,0.8181818181818183,0.032258064516129004,0.39999999999999997,0.23076923076923084,0.3333333333333339,0.2542372881355932,0.3695652173913043,0.7428571428571429,0.3695652173913043,0.9285714285714286,Happy/Excited,Angry/Frustrated,Angry/Frustrated,Happy/Excited,メッセージソング,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
黒田,Vaundy,常熱,https://open.spotify.com/intl-ja/track/5h3ynZiK27wTtQt0uXId75?si=c12d5bb973eb41fa,5h3ynZiK27wTtQt0uXId75,常熱,['Vaundy'],0.696629213483146,0.18550420610042345,0.3120132679550042,0.3114754098360656,0.590909090909091,0.29032258064516125,0.9636363636363636,0.384615384615385,0.44444444444444287,0.44067796610169496,0.5326086956521738,0.39999999999999997,0.5326086956521738,0.9081632653061225,Happy/Excited,Happy/Excited,Tired/Sad,Happy/Excited,恋愛ソング,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
黒田,Vaundy,泣き地蔵,https://open.spotify.com/intl-ja/track/1Wb5MV3aqqFRnaGDjpRTeW?si=277e63f27ad649e2,1Wb5MV3aqqFRnaGDjpRTeW,泣き地蔵,['Vaundy'],0.550561797752809,,0.4333717911739255,0.5245901639344261,0.590909090909091,0.3870967741935485,0.9636363636363636,0.384615384615385,0.5555555555555554,0.45762711864406785,0.45652173913043476,0.28571428571428575,0.45652173913043476,0.9489795918367347,Happy/Excited,Angry/Frustrated,Angry/Frustrated,Happy/Excited,メッセージソング,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
黒田,Vaundy,Tokimeki,https://open.spotify.com/intl-ja/track/3e0Td8QexmD5l3DJzXbbcC?si=b80f8d0297be4b82,3e0Td8QexmD5l3DJzXbbcC,Tokimeki,['Vaundy'],0.7415730337078652,0.14476258599288916,0.4333717911739255,0.540983606557377,0.7272727272727273,0.41935483870967727,0.43636363636363634,0.23076923076923084,0.5555555555555554,0.3220338983050848,0.6413043478260869,0.28571428571428575,0.6413043478260869,0.9387755102040817,Happy/Excited,Happy/Excited,Happy/Excited,Happy/Excited,応援ソング,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
黒田,米津玄師,KICK BACK,https://open.spotify.com/intl-ja/track/7oYCBKvdjrqp5vDbhDBuac?si=54cec56ce02342cc,7oYCBKvdjrqp5vDbhDBuac,KICK BACK,['Kenshi Yonezu'],0.7865168539325842,0.11741016015940803,0.2973752523795788,0.47540983606557374,0.6363636363636365,0.32258064516129026,0.41818181818181815,0.3076923076923075,0.5555555555555554,0.42372881355932207,0.5108695652173912,0.4142857142857143,0.5108695652173912,0.9591836734693877,Happy/Excited,Angry/Frustrated,Angry/Frustrated,Happy/Excited,鬱ソング,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
黒田,米津玄師,Lemon,https://open.spotify.com/intl-ja/track/04TshWXkhV1qkqHzf31Hn6?si=4b161abfdc1848ff,04TshWXkhV1qkqHzf31Hn6,Lemon,['Kenshi Yonezu'],0.8202247191011236,0.20987674728233918,0.18777040669166417,0.29508196721311475,0.6363636363636365,0.25806451612903225,0.9272727272727272,0.23076923076923084,0.6666666666666661,0.3220338983050848,0.44565217391304346,0.5714285714285714,0.44565217391304346,0.9387755102040817,Tired/Sad,Tired/Sad,Tired/Sad,Tired/Sad,失恋ソング,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
黒田,米津玄師,ピースサイン,https://open.spotify.com/intl-ja/track/364JzOajs76bJymjHm3sVY?si=d1ed7c8372734c3a,364JzOajs76bJymjHm3sVY,ピースサイン - Peace Sign,['Kenshi Yonezu'],0.8202247191011236,0.18389028975358473,0.2833141044130371,0.3934426229508198,0.6818181818181819,0.09677419354838701,0.9636363636363636,0.3076923076923075,0.44444444444444287,0.37288135593220345,0.5108695652173912,0.42857142857142855,0.5108695652173912,0.9489795918367347,Happy/Excited,Happy/Excited,Relax/Chill,Happy/Excited,恋愛ソング,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
黒田,米津玄師,感電,https://open.spotify.com/intl-ja/track/6H0PLsSYMzDOqhLgyOlzIj?si=ef7909467ff14c93,6H0PLsSYMzDOqhLgyOlzIj,感電,['Kenshi Yonezu'],0.7865168539325842,0.2229608903288242,0.3120132679550042,0.3114754098360656,0.5454545454545456,0.29032258064516125,0.41818181818181815,0.4615384615384617,0.6666666666666661,0.47457627118644075,0.5434782608695652,0.39999999999999997,0.5434782608695652,0.846938775510204,Happy/Excited,Happy/Excited,Angry/Frustrated,Relax/Chill,応援ソング,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
黒田,米津玄師,アイネクライネ,https://open.spotify.com/intl-ja/track/45YBVp6zMwQZRbUDcPzmMB?si=f834bee67fdd447b,45YBVp6zMwQZRbUDcPzmMB,アイネクライネ,['Kenshi Yonezu'],0.7752808988764045,0.25824464807907893,0.8089126045572541,0.4590163934426229,0.6363636363636365,0.5161290322580645,0.41818181818181815,0.1538461538461542,0.7777777777777768,0.28813559322033905,0.9021739130434782,0.07142857142857145,0.9021739130434782,0.9693877551020408,Relax/Chill,Tired/Sad,Tired/Sad,Tired/Sad,恋愛ソング,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
黒田,米津玄師,LOSER,https://open.spotify.com/intl-ja/track/7AqUE5AY514dbzeOAfJRa0?si=a33c97b5e9124555,7AqUE5AY514dbzeOAfJRa0,LOSER,['Kenshi Yonezu'],0.7528089887640449,0.19182462710117182,0.4333717911739255,0.5081967213114753,0.590909090909091,0.4838709677419355,0.41818181818181815,0.384615384615385,0.6666666666666661,0.38983050847457634,0.6304347826086956,0.28571428571428575,0.6304347826086956,0.9795918367346939,Relax/Chill,Angry/Frustrated,Tired/Sad,Relax/Chill,鬱ソング,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
黒田,米津玄師,打上花火,https://open.spotify.com/intl-ja/track/4IouQaO9GkaHC7AtMErdSa?si=70b658d911f34996,4IouQaO9GkaHC7AtMErdSa,打上花火,"['Daoko', 'Kenshi Yonezu']",0.7528089887640449,0.26059489497522026,0.25677819440438415,0.42622950819672123,0.6818181818181819,0.32258064516129026,0.41818181818181815,0.23076923076923084,0.44444444444444287,0.4067796610169492,0.44565217391304346,0.4714285714285715,0.44565217391304346,0.9795918367346939,Relax/Chill,Tired/Sad,Tired/Sad,Tired/Sad,失恋ソング,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
黒田,米津玄師,春雷,https://open.spotify.com/intl-ja/track/6megNXGjmim4OitjZnIn9v?si=82bcd2383bda42f1,6megNXGjmim4OitjZnIn9v,春雷,['Kenshi Yonezu'],0.7415730337078652,0.2595670376370101,0.45399480819152,0.37704918032786894,0.5454545454545456,0.4516129032258063,0.41818181818181815,0.3076923076923075,0.6666666666666661,0.4067796610169492,0.6630434782608695,0.2714285714285714,0.6630434782608695,0.9795918367346939,Relax/Chill,Tired/Sad,Tired/Sad,Relax/Chill,恋愛ソング,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
黒田,米津玄師,メランコリーキッチン,https://open.spotify.com/intl-ja/track/5sMZm3jJiLgkbDOGSztRSY?si=2631013355434e60,5sMZm3jJiLgkbDOGSztRSY,メランコリーキッチン,['Kenshi Yonezu'],0.7078651685393258,0.15401630746759393,0.49834150562445906,0.47540983606557374,0.6363636363636365,0.41935483870967727,0.43636363636363634,0.3076923076923075,0.5555555555555554,0.3220338983050848,0.6521739130434782,0.2285714285714286,0.6521739130434782,0.9489795918367347,Happy/Excited,Angry/Frustrated,Tired/Sad,Relax/Chill,恋愛ソング,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
